id,name,short desc,x coordina,y coordina,elevation,type,descriptio,type of se,remains,keywords,url
DN_SIT0022,Abu Qurayyah/Dios,"Roman fort on the road from Coptos to Berenike, ancient Dios or Iovis",34.034160000000000,25.214510000000001,"487",archaeological site,"Roman fort on the road from Coptos to Berenike, between the forts of Compasi/Daghbag (34 km)and Girf/Xeron Pelagos (40 km).The fort of Abu Qurayyah has long been identified with the ancient site of Dios (also known as Iovis in the Itinerarium Antonini,","fort;extraction site;re-occupation;tomb(s);non-built settlement;other","tomb(s);enclosure(s);dwelling;dump, midden;chapel(s), temple(s);bathing facilities;storage silos or rooms;bakery or isolated bread oven(s);well(s);tank(s);quarry front(s);mine vein and trenches;scattered pottery","[""archaeobotanical remains"",""archaeozoological remains"",""bakery or isolated bread oven(s)"",""bathing facilities"",""chapel(s), temple(s)"",""clothing and shoes"",""dump, midden"",""dwelling"",""enclosure(s)"",""extraction site"",""fort"",""furnishings"",""granite"",""human r",https://desertnetworks.huma-num.fr/sites/DN_SIT0022
DN_SIT0021,Abu Qurayyah/Kainon hydreuma (?),"Site comprising five forts, two in the wadi, three on mountain tops, all dated to the Roman period",35.301833000000002,24.062833000000001,"189",archaeological site,"The site of Abu Qurayyah is original in that it gathers, in about the same place, five forts, two in the wadi, three on mountain tops. The larger forts are those built in the plain, along the ancient road. One of the hill forts is built near the two for","isolated structure;tomb(s);fort;re-occupation","cairn(s);scattered pottery;other;enclosure(s);dwelling;tank(s);tower(s)","[""cairn(s)"",""dwelling"",""enclosure(s)"",""fort"",""human remains"",""isolated structure"",""jewellery and ornaments"",""measures, weights, seals, coins"",""other"",""pottery (indeterminate function)"",""re-occupation"",""scattered pottery"",""tank(s)"",""tomb(s)"",""tower(s)"",""w",https://desertnetworks.huma-num.fr/sites/DN_SIT0021
DN_SIT0023,"Abu Rahal East;",Ptolemaic station on the road from Edfu to Berenike,33.469690000000000,25.005711000000002,"223",archaeological site,"Ptolemaic station on the road from Edfu to Berenike. It is located at the supposed junction between the two ancient roads linking Edfu to Berenike on one side and Edfu to Marsa Nachari (perhaps the ancient port of Nechesia?) on the other.The station (or",fort,"well(s);tank(s);enclosure(s);small reservoir(s);scattered pottery","[""enclosure(s)"",""fort"",""pottery (indeterminate function)"",""scattered pottery"",""small reservoir(s)"",""tank(s)"",""well(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0023
DN_SIT0025,Abu Rushaid South,Beryl mining settlement 2 km north of Nugrus,34.765920000000001,24.636289999999999,"346",archaeological site,"Beryl mining settlement 2 km north of Nugrus, in the district of Sikait. It is composed of a mine and a small settlement composed of a dozen huts.The site was exploited during the Early and Late Roman period, according to the diagnostic of the surface p","extraction site;habitation","mine vein and trenches;dwelling","[""dwelling"",""emerald/beryl"",""extraction site"",""habitation"",""mine vein and trenches"",""pottery (indeterminate function)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0025
DN_SIT0026,Abu Shaar,"Major site on the Red Sea coast, Late Roman fort",33.682830000000003,27.368919999999999,"5",archaeological site,"Major site on the Red Sea coast. It had long been identified as the ancient harbour of Myos Hormos but the Ptolemaic and Roman harbour was finally, and with certainty, identified as Quseir el-Qadim in the 1990s (see Bülow-Jacobsen et al. 1994).The exca","fort;re-occupation;isolated structure","enclosure(s);bathing facilities;dwelling;bakery or isolated bread oven(s);chapel(s), temple(s);inscription(s);dump, midden;small reservoir(s);storage silos or rooms;well(s)","[""bakery or isolated bread oven(s)"",""bathing facilities"",""chapel(s), temple(s)"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""inscription(s)"",""isolated structure"",""re-occupation"",""small reservoir(s)"",""storage silos or rooms"",""well(s)"",""written materia",https://desertnetworks.huma-num.fr/sites/DN_SIT0026
DN_SIT0028,Abu Shaar el-Qibli,"Roman fort, located ca 5 km from the Abu Shaar fort, on the Via Hadriana",33.632989999999999,27.369000000000000,"19",archaeological site,"The Roman fort of Abu Shaar el-Qibli lies 4.9 km from the seashore and the fort of Abu Shaar.It is located on the path of the Via Hadriana, some 60 km south-east of Abu Shaar el-Bahri and 57 km north-west from Abu Qurayyah.The fort is rectangular in sh","fort;re-occupation;isolated structure;unknown","enclosure(s);tank(s);bathing facilities;dump, midden;dwelling;small reservoir(s);scattered pottery;well(s)","[""archaeozoological remains"",""bathing facilities"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""isolated structure"",""pottery (indeterminate function)"",""re-occupation"",""scattered pottery"",""small reservoir(s)"",""tank(s)"",""unknown"",""well(s)"",""written mate",https://desertnetworks.huma-num.fr/sites/DN_SIT0028
DN_SIT0029,Abu Shehat,Small Roman station on the Qena-Mons Claudianus road,33.198805555556000,26.585888888888999,"411",archaeological site,"The site, called Abu Shehat or Talat al-Zarqa, is located in the wadi Abu Shehat, on an alluvial cone at the confluence of three wadis, partially sheltered from flooding by outcrops of the Shadli Formation.The site has been surveyed several times, in pa",station,"well(s);animal lines;small reservoir(s);dwelling;dump, midden","[""animal lines"",""dump, midden"",""dwelling"",""small reservoir(s)"",""station"",""transport and storage vessels"",""well(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0029
DN_SIT0030,Abu Zawal/Rayma (?),"Complex site comprising several New Kingdom and Ptolemaic gold mining areas, and a Roman fort (probably anc. Rayma)",33.240862000000000,26.671925999999999,"452",archaeological site,"East of wadi Fatira, a large flat space of low altitude boarding the eastern mountains. A large area was occupied during the New Kingdom, Ptolemaic and Roman Period, 4 km east of the connection between wadi Fatira el-Zarqa and wadi Abu Zawal.The most n","fort;unknown;habitation;extraction site;other;isolated structure","dwelling;enclosure(s);well(s);tomb(s);working facilities;dump, midden;mine vein and trenches;small reservoir(s)","[""dump, midden"",""dwelling"",""enclosure(s)"",""extraction site"",""fort"",""gold"",""habitation"",""isolated structure"",""mine vein and trenches"",""other"",""pottery (indeterminate function)"",""small reservoir(s)"",""tableware and serving vessels"",""tomb(s)"",""tools"",""transp",https://desertnetworks.huma-num.fr/sites/DN_SIT0030
DN_SIT0040,Atalla,Gold extraction site from the Old Kingdom to the modern day,33.512500000000003,26.154722000000000,"583",archaeological site,"Gold extraction site, at least from the New Kingdom to the modern day, but possibly as early as the Old Kingdom. Materialized by tools, trenches, tailings and buildings.A probable fort is indicated by Meredith on his Tabula Imperii Romani, but it is im","extraction site;habitation","mine vein and trenches;inscription(s);working facilities;dwelling","[""dwelling"",""extraction site"",""gold"",""habitation"",""inscription(s)"",""mine vein and trenches"",""tools"",""working facilities"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0040
DN_SIT0041,Atrash North-East,"Small settlement of a few huts on the lower slopes of the wadi, probably a gold worker village",33.106600000000000,26.968879999999999,"399",archaeological site,"Small settlement of a few huts on the lower slopes of the mountains bordering the wadi Atrash. Grinding stones were found on the surface during the Delaware survey in 1989. Some built structures in red brick (furnace?) were also noticed.It is likely tha",habitation,"working facilities;scattered pottery;dwelling","[""dwelling"",""habitation"",""pottery (indeterminate function)"",""scattered pottery"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0041
DN_SIT0042,Atud,New Kingdom and Ptolemaic settlements linked to wadiworking and gold mines,34.403610999999998,25.021699999999999,"592",archaeological site,"Around the Gebel Atud, several settlements are linked to the exploitation of gold in the area, through the extraction in mines and wadiworking. The settlements are dated from the New Kingdom, the Ptolemaic Period and the Early Arab Period.The Ptolemaic",habitation,"dwelling;working facilities;mine vein and trenches","[""dwelling"",""gold"",""habitation"",""mine vein and trenches"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0042
DN_SIT0043,Bab el-Mukhenig,Small Roman station on the road from Qena to the Porphyrites,33.035305999999999,26.868434000000001,"343",archaeological site,"Small station on the road from Qena to the Porphyrites, composed of a small station and animal lines.Located in the wadi al-Atrash, on the road to the Porphyrites, after Bir Salah (7.6 km) and before Deir al-Atrash (9.8 km) and Qattar (35.9 km), at the",station,"dwelling;scattered pottery;tank(s);animal lines","[""animal lines"",""dwelling"",""pottery (indeterminate function)"",""scattered pottery"",""station"",""tank(s)"",""transport and storage vessels"",""utility and cooking vessels""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0043
DN_SIT0044,Badia,"Roman fort in the Porphyrites district, a little off the Qena-Abu Shaar road",33.344870000000000,27.214900000000000,"400",archaeological site,"The site of Badia is not directly on the road leading to Abu Shaar and coming from Qena. It is at the intersection of the two routes which led to the Porphyrites quarries, the short one, via a zigzag pathway (8 km) through the ""footpath station"", and lon","fort;unknown;isolated structure;tomb(s)","enclosure(s);tower(s);dwelling;bakery or isolated bread oven(s);working facilities;dump, midden;storage silos or rooms;chapel(s), temple(s);quarry front(s);animal lines;tomb(s);well(s)","[""animal lines"",""archaeobotanical remains"",""archaeozoological remains"",""bakery or isolated bread oven(s)"",""chapel(s), temple(s)"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""glass"",""human remains"",""isolated structure"",""lighting"",""pottery (indetermina",https://desertnetworks.huma-num.fr/sites/DN_SIT0044
DN_SIT0045,Bahlog,"Settlements and gold mines, from the New Kingdom to the Early Arab Period",33.503332999999998,26.402222222222001,"673",archaeological site,"Settlements and gold mines, from the New Kingdom to the Early Arab Period.","extraction site;habitation","mine vein and trenches;dwelling;working facilities","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0045
DN_SIT0047,Barramiya,"Gold exploitation during the New Kingdom and Ptolemaic Period, and maybe a Ptolemaic fort.",33.793100000000003,25.069444000000001,"403",archaeological site,"This site includes gold mines probably exploited since the Old or Middle Kingdom, but mainly during the New Kingdom and the Ptolemaic period.The exploitation of gold in this area required the construction of settlements during the New Kingdom and Ptolem","extraction site;fort;habitation;tomb(s)","mine vein and trenches;small reservoir(s);working facilities;enclosure(s);well(s);tank(s);chapel(s), temple(s);dwelling;tomb(s)","[""chapel(s), temple(s)"",""dwelling"",""enclosure(s)"",""extraction site"",""fort"",""gold"",""habitation"",""mine vein and trenches"",""small reservoir(s)"",""tank(s)"",""tomb(s)"",""tools"",""well(s)"",""working facilities"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0047
DN_SIT0048,Barud/Tiberiane,Small quarry and settlement 10km as the crow flies south-east of Mons Claudianus. It is well off the Via Claudiana and administered from the Mons Claudianus,33.585250000000002,26.767299999999999,"585",archaeological site,"Small quarry (μέταλλον, metallon) and settlement 10km as the crow flies (and 15km by foot) south-east of Mons Claudianus. It is well off the Via Claudiana and administered from the Mons Claudianus.The description of Bingen is evocative: ""The fe","fort;extraction site;habitation;isolated structure;other;unknown;tomb(s)","dwelling;dump, midden;bathing facilities;tank(s);well(s);enclosure(s);quarry front(s);tower(s);forge(s);unknown;tomb(s)","[""archaeobotanical remains"",""archaeozoological remains"",""bathing facilities"",""dump, midden"",""dwelling"",""enclosure(s)"",""extraction site"",""forge(s)"",""fort"",""granite"",""habitation"",""isolated structure"",""other"",""quarry front(s)"",""tableware and serving vessels",https://desertnetworks.huma-num.fr/sites/DN_SIT0048
DN_SIT0049,Bayzah,Small stop on the Edfu-Marsa Nakari (Nechesia?) road,34.025620000000004,25.081299999999999,"455",archaeological site,"Small stop on the Edfu-Marsa Nakari (Nechesia?) road. It comprises two rectangular-shaped tanks, and animal lines (13 in total). A possible hafir has also been identified by the University of Delaware survey, but it is unlikely (see the so-called hafir o",station,"animal lines;tank(s)","[""animal lines"",""pottery (indeterminate function)"",""station"",""tank(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0049
DN_SIT0050,Belih,Small fort on the road from the Porphyrites area to the Red Sea coast (where Abu Shaar was built in the Late Roman period),33.382010000000001,27.238710000000001,"299",archaeological site,"Small fort on the road from the Porphyrites area to the Red Sea coast (where Abu Shaar was built in the Late Roman period).It might have been a station on the Qena-Porphyrites-Red Sea road in the Early Roman period, and/or linked with the Via Hadriana (",fort,"enclosure(s);dwelling;tank(s)","[""dwelling"",""enclosure(s)"",""fort"",""tank(s)""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0050
DN_SIT0053,Bir Abraq,"Fort located at 88 km (as the crow flies) from Berenike, built atop of a 50 m high hill. Its location is particularly strategic, at the intersection of a number of wadis",34.799300000000002,23.415400000000002,"331",archaeological site,"Fort located at 88 km (as the crow flies) from Berenike, built atop of a 50 m high hill. Its location is particularly strategic, at the intersection of a number of wadis.Colston and Purdy visited the site in 1874 and noticed that water was present the w",fort,"enclosure(s);dwelling;inscription(s)","[""dwelling"",""enclosure(s)"",""fort"",""inscription(s)"",""pottery (indeterminate function)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0053
DN_SIT0054,Bir Alayyan,"Small unfortified station on the road from Edfu to Marsa Nakari, dated to the Ptolemaic period",33.722600000000000,25.041599999999999,"335",archaeological site,"Small unfortified way station located on the road from Edfu to Marsa Nakari (Nechesia?). The remains are composed of small structures (a square building of unknown purpose and two tanks), grouped under a steep cliff face.No well has been seen.An ins",station,"tank(s);dwelling","[""dwelling"",""pottery (indeterminate function)"",""station"",""tank(s)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0054
DN_SIT0056,Bir Bayzah,"Roman fort founded under Vespasian and abandoned at the beginning of the 2nd c. AD, on the road from Coptos to Berenike",34.077829999999999,25.173040000000000,"507",archaeological site,"Roman fort founded under Vespasian and abandoned at the beginning of the 2nd c. AD, maybe because of some problems with the well (Cuvigny et al. 2008).It was then replaced, on the Coptos-Berenike road, by the fort of Dios/Abu Qurrayah.The fort of Bir B","fort;re-occupation;isolated structure;non-built settlement;tomb(s);other","enclosure(s);dwelling;chapel(s), temple(s);dump, midden;well(s);scattered pottery;other;tomb(s)","[""archaeobotanical remains"",""chapel(s), temple(s)"",""dump, midden"",""dwelling"",""enclosure(s)"",""fort"",""isolated structure"",""non-built settlement"",""other"",""re-occupation"",""religious object"",""scattered pottery"",""toiletry items"",""tomb(s)"",""transport and storag",https://desertnetworks.huma-num.fr/sites/DN_SIT0056
DN_SIT0058,Bir el-Hammamat,Roman fort located at the junction of the wadi Hammamat and the wadi Abu Had,33.546799999999998,25.968830000000001,"326",archaeological site,"Large Roman fort located at the junction of the wadi Hammamat and the wadi Abu Had. It was occupied in Roman times, probably in the 2nd and early 3rd c. AD, but archaeological evidence dating from this period is scarce (the fort is largely destroyed and",fort,"enclosure(s);inscription(s)","[""enclosure(s)"",""fort"",""inscription(s)"",""transport and storage vessels"",""utility and cooking vessels"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0058
DN_SIT0125,Bir Karim,"Large Ptolemaic settlement, maybe used to supply Myos Hormos with water",34.056500000000000,25.931944000000001,"280",archaeological site,"The site of Bir Karim (from the name of a modern well) is located in the wadi el-Karim, which after a bend 12 km to the E (at the foot of Gebel el-Hamadat), takes a N/S direction and connects to the current road of the wadi Hammamat (to the E of Bir al-B","habitation;extraction site","enclosure(s);dwelling;chapel(s), temple(s);tower(s);mine vein and trenches","[""chapel(s), temple(s)"",""dwelling"",""enclosure(s)"",""extraction site"",""habitation"",""measures, weights, seals, coins"",""mine vein and trenches"",""other"",""pottery (indeterminate function)"",""tools"",""tower(s)"",""transport and storage vessels"",""utility and cooking",https://desertnetworks.huma-num.fr/sites/DN_SIT0125
DN_SIT0061,Bir Minayh,"Multi-period activity focused on the well at Bir Minayh. Rock drawings and inscriptions, mostly early; a possible Pharaonic settlement; and a relatively large 4th-6th mining settlement or Christian laura.",33.607645277777998,25.556834638889001,"374",archaeological site,"In the wadi Minayh, multi-period activity focused around the well of Bir Minayh. Rock drawings and inscriptions, mostly early; a possible Pharaonic settlement; and a relatively large 4th-6th mining settlement or Christian laura. Rock drawings and inscr","habitation;non-built settlement;rock shelter","dwelling;cairn(s);scattered pottery;tomb(s);well(s);inscription(s)","[""cairn(s)"",""dwelling"",""habitation"",""inscription(s)"",""non-built settlement"",""rock shelter"",""scattered pottery"",""tomb(s)"",""well(s)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0061
DN_SIT0064,Bir Samut,One of the major forts built during the 3rd c. BC along the road from Edfu to Berenike,33.905169999999998,24.809763000000000,"336",archaeological site,"The site of Bir Samut, visited by Belzoni in 1820 and since then frequently mentioned in travelers' accounts, was almost fully excavated by the MAFDO in 2014-2016. It was severely damaged in 2017.Bir Samut was one of the major forts in use during the 3r","fort;unknown;extraction site;habitation;isolated structure;tomb(s)","dump, midden;dwelling;storage silos or rooms;bakery or isolated bread oven(s);bathing facilities;enclosure(s);small reservoir(s);tank(s);well(s);forge(s);working facilities;unknown;tomb(s);quarry front(s)","[""archaeobotanical remains"",""archaeozoological remains"",""bakery or isolated bread oven(s)"",""bathing facilities"",""clothing and shoes"",""dump, midden"",""dwelling"",""enclosure(s)"",""extraction site"",""forge(s)"",""fort"",""furnishings"",""games and toys"",""gold"",""grani",https://desertnetworks.huma-num.fr/sites/DN_SIT0064
DN_SIT0065,Bir Sayyalah,Roman fort on the Coptos-Myos Hormos road,33.930590000000002,26.124870000000001,"278",archaeological site,"Roman fort on the Coptos-Myos Hormos road.The well is modern (built in 1832 by the English) but an ancient well is likely to have existed in the same place (drawn by Wilkinson).It was certainly occupied during the 2nd century AD (from MAFDO excavations","fort;non-built settlement","dwelling;storage silos or rooms;enclosure(s);tank(s)","[""dwelling"",""enclosure(s)"",""fort"",""lighting"",""non-built settlement"",""storage silos or rooms"",""tank(s)"",""transport and storage vessels"",""utility and cooking vessels"",""writing tools and related items"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0065
DN_SIT1957,Bir Wasif,"Late Roman village and several clusters of inscriptions, graffiti and marks",33.762497222222002,26.505963888888999,"416",archaeological site,"Bir Wasif corresponds to a village and several clusters of inscriptions, graffiti and marks in Wadi Wasif, near a confluence between two wadis.Dozens of dwellings (ca 120 according to Harrell et al. 2006, p. 129) can be seen on satellite imagery. Accord",habitation,"dwelling;inscription(s)","[""dwelling"",""habitation"",""inscription(s)"",""written material""]",https://desertnetworks.huma-num.fr/sites/DN_SIT1957
DN_SIT0069,Bokari,Settlements and gold mines from the Early Dynastic Period to the Early Arab Period,33.756666666667002,25.253055555555999,"366",archaeological site,"Settlements and gold mines from the Early Dynastic Period to the Early Arab Period.The Bokari area is located to the north of Wadi Miyah. It comprises several New Kingdom sites, and a Ptolemaic processing site.A Roman and Late Roman occupation is pos","habitation;extraction site;re-occupation","dwelling;working facilities;mine vein and trenches","[""dwelling"",""extraction site"",""gold"",""habitation"",""mine vein and trenches"",""pottery (indeterminate function)"",""re-occupation"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT0069
DN_SIT1920,Bokari south,New Kingdom settlement.,33.733611111111003,25.221944444443999,"357",archaeological site,"About 5 km southwest of Bokari [SIT0069], a large New Kingdom settlement is located in a small wadi.Activities of gold crushing are revealed by the presence of tools and tailings.",habitation,"dwelling;working facilities","[""dwelling"",""gold"",""habitation"",""tools"",""working facilities""]",https://desertnetworks.huma-num.fr/sites/DN_SIT1920
